TIME	1	2
2022-12-22 09:44:00	0,0	0,0
2022-12-22 09:44:15	0,0	0,0
2022-12-22 09:44:30	0,0	0,0
2022-12-22 09:44:45	0,0	0,0
2022-12-22 09:45:00	0,0	0,0
2022-12-22 09:45:15	0,0	0,0
2022-12-22 09:45:30	0,0	0,0
2022-12-22 09:45:45	0,0	0,0
2022-12-22 09:46:00	0,0	0,0
2022-12-22 09:46:15	0,0	0,0
2022-12-22 09:46:30	0,0	0,0
2022-12-22 09:46:45	0,0	0,0
2022-12-22 09:47:00	0,0	0,0
2022-12-22 09:47:15	0,0	0,0
2022-12-22 09:47:30	0,0	0,0
2022-12-22 09:47:45	0,0	0,0
2022-12-22 09:48:00	0,0	0,0
2022-12-22 09:48:15	0,0	0,0
2022-12-22 09:48:30	0,0	0,0
2022-12-22 09:48:45	0,0	0,0
2022-12-22 09:49:00	0,0	0,0
2022-12-22 09:49:15	0,0	0,0
2022-12-22 09:49:30	0,0	0,0
2022-12-22 09:49:45	0,0	0,0
2022-12-22 09:50:00	0,0	0,0
2022-12-22 09:50:15	0,0	0,0
2022-12-22 09:50:30	0,0	0,0
2022-12-22 09:50:45	0,0	0,0
2022-12-22 09:51:00	0,0	0,0
2022-12-22 09:51:15	0,0	0,0
2022-12-22 09:51:30	0,0	0,0
2022-12-22 09:51:45	0,0	0,0
2022-12-22 09:52:00	0,0	0,0
2022-12-22 09:52:15	0,0	0,0
2022-12-22 09:52:30	0,0	0,0
2022-12-22 09:52:45	0,0	0,0
2022-12-22 09:53:00	0,0	0,0
2022-12-22 09:53:15	0,0	0,0
2022-12-22 09:53:30	0,0	0,0
2022-12-22 09:53:45	0,0	0,0
2022-12-22 09:54:00	0,0	0,0
2022-12-22 09:54:15	0,0	0,0
2022-12-22 09:54:30	0,0	0,0
2022-12-22 09:54:45	0,0	0,0
2022-12-22 09:55:00	0,0	0,0
2022-12-22 09:55:15	0,0	0,0
2022-12-22 09:55:30	0,0	0,0
2022-12-22 09:55:45	0,0	0,0
2022-12-22 09:56:00	0,0	0,0
2022-12-22 09:56:15	0,0	0,0
2022-12-22 09:56:30	0,0	0,0
2022-12-22 09:56:45	0,0	0,0
2022-12-22 09:57:00	0,0	0,0
2022-12-22 09:57:15	0,0	0,0
2022-12-22 09:57:30	0,0	0,0
2022-12-22 09:57:45	0,0	0,0
2022-12-22 09:58:00	0,0	0,0
2022-12-22 09:58:15	0,0	0,0
2022-12-22 09:58:30	0,0	0,0
2022-12-22 09:58:45	0,0	0,0
2022-12-22 09:59:00	0,0	0,0
2022-12-22 09:59:15	0,0	0,0
2022-12-22 09:59:30	0,0	0,0
2022-12-22 09:59:45	0,0	0,0
2022-12-22 10:00:00	0,0	0,0
2022-12-22 10:00:15	0,0	0,0
2022-12-22 10:00:30	0,0	0,0
2022-12-22 10:00:45	0,0	0,0
2022-12-22 10:01:00	0,0	0,0
2022-12-22 10:01:15	0,0	0,0
2022-12-22 10:01:30	0,0	0,0
2022-12-22 10:01:45	0,0	0,0
2022-12-22 10:02:00	0,0	0,0
2022-12-22 10:02:15	0,0	0,0
2022-12-22 10:02:30	0,0	0,0
2022-12-22 10:02:45	0,0	0,0
2022-12-22 10:03:00	0,0	0,0
2022-12-22 10:03:15	0,0	0,0
2022-12-22 10:03:30	0,0	0,0
2022-12-22 10:03:45	0,0	0,0
2022-12-22 10:04:00	0,0	0,0
2022-12-22 10:04:15	0,0	0,0
2022-12-22 10:04:30	0,0	0,0
2022-12-22 10:04:45	0,0	0,0
2022-12-22 10:05:00	0,0	0,0
2022-12-22 10:05:15	0,0	0,0
2022-12-22 10:05:30	0,0	0,0
2022-12-22 10:05:45	0,0	0,0
2022-12-22 10:06:00	0,0	0,0
2022-12-22 10:06:15	0,0	0,0
2022-12-22 10:06:30	0,0	0,0
2022-12-22 10:06:45	0,0	0,0
2022-12-22 10:07:00	0,0	0,0
2022-12-22 10:07:15	0,0	0,0
2022-12-22 10:07:30	0,0	0,0
2022-12-22 10:07:45	0,0	0,0
2022-12-22 10:08:00	0,0	0,0
2022-12-22 10:08:15	0,0	0,0
2022-12-22 10:08:30	0,0	0,0
2022-12-22 10:08:45	0,0	0,0
2022-12-22 10:09:00	0,0	0,0
2022-12-22 10:09:15	0,0	0,0
2022-12-22 10:09:30	0,0	0,0
2022-12-22 10:09:45	0,0	0,0
2022-12-22 10:10:00	0,0	0,0
2022-12-22 10:10:15	0,0	0,0
2022-12-22 10:10:30	0,0	0,0
2022-12-22 10:10:45	0,0	0,0
2022-12-22 10:11:00	0,0	0,0
2022-12-22 10:11:15	0,0	0,0
2022-12-22 10:11:30	0,0	0,0
2022-12-22 10:11:45	0,0	0,0
2022-12-22 10:12:00	0,0	0,0
2022-12-22 10:12:15	0,0	0,0
2022-12-22 10:12:30	0,0	0,0
2022-12-22 10:12:45	0,0	0,0
2022-12-22 10:13:00	0,0	0,0
2022-12-22 10:13:15	0,0	0,0
2022-12-22 10:13:30	0,0	0,0
2022-12-22 10:13:45	0,0	0,0
2022-12-22 10:14:00	0,0	0,0
2022-12-22 10:14:15	0,0	0,0
2022-12-22 10:14:30	0,0	0,0
2022-12-22 10:14:45	0,0	0,0
2022-12-22 10:15:00	0,0	0,0
2022-12-22 10:15:15	0,0	0,0
2022-12-22 10:15:30	0,0	0,0
2022-12-22 10:15:45	0,0	0,0
2022-12-22 10:16:00	0,0	0,0
2022-12-22 10:16:15	0,0	0,0
2022-12-22 10:16:30	0,0	0,0
2022-12-22 10:16:45	0,0	0,0
2022-12-22 10:17:00	0,0	0,0
2022-12-22 10:17:15	0,0	0,0
2022-12-22 10:17:30	0,0	0,0
2022-12-22 10:17:45	0,0	0,0
2022-12-22 10:18:00	0,0	0,0
2022-12-22 10:18:15	0,0	0,0
2022-12-22 10:18:30	0,0	0,0
2022-12-22 10:18:45	0,0	0,0
2022-12-22 10:19:00	0,0	0,0
2022-12-22 10:19:15	0,0	0,0
2022-12-22 10:19:30	0,0	0,0
2022-12-22 10:19:45	0,0	0,0
2022-12-22 10:20:00	0,0	0,0
2022-12-22 10:20:15	0,0	0,0
2022-12-22 10:20:30	0,0	0,0
2022-12-22 10:20:45	0,0	0,0
2022-12-22 10:21:00	0,0	0,0
2022-12-22 10:21:15	0,0	0,0
2022-12-22 10:21:30	0,0	0,0
2022-12-22 10:21:45	0,0	0,0
2022-12-22 10:22:00	0,0	0,0
2022-12-22 10:22:15	0,0	0,0
2022-12-22 10:22:30	0,0	0,0
2022-12-22 10:22:45	0,0	0,0
2022-12-22 10:23:00	0,0	0,0
2022-12-22 10:23:15	0,0	0,0
2022-12-22 10:23:30	0,0	0,0
2022-12-22 10:23:45	0,0	0,0
2022-12-22 10:24:00	0,0	0,0
2022-12-22 10:24:15	0,0	0,0
2022-12-22 10:24:30	0,0	0,0
2022-12-22 10:24:45	0,0	0,0
2022-12-22 10:25:00	0,0	0,0
2022-12-22 10:25:15	0,0	0,0
2022-12-22 10:25:30	0,0	0,0
2022-12-22 10:25:45	0,0	0,0
2022-12-22 10:26:00	0,0	0,0
2022-12-22 10:26:15	0,0	0,0
2022-12-22 10:26:30	0,0	0,0
2022-12-22 10:26:45	0,0	0,0
2022-12-22 10:27:00	0,0	0,0
2022-12-22 10:27:15	0,0	0,0
2022-12-22 10:27:30	0,0	0,0
2022-12-22 10:27:45	0,0	0,0
2022-12-22 10:28:00	0,0	0,0
2022-12-22 10:28:15	0,0	0,0
2022-12-22 10:28:30	0,0	0,0
2022-12-22 10:28:45	0,0	0,0
2022-12-22 10:29:00	0,0	0,0
2022-12-22 10:29:15	0,0	0,0
2022-12-22 10:29:30	0,0	0,0
2022-12-22 10:29:45	0,0	0,0
2022-12-22 10:30:00	0,0	0,0
2022-12-22 10:30:15	0,0	0,0
2022-12-22 10:30:30	0,0	0,0
2022-12-22 10:30:45	0,0	0,0
2022-12-22 10:31:00	0,0	0,0
2022-12-22 10:31:15	0,0	0,0
2022-12-22 10:31:30	0,0	0,0
2022-12-22 10:31:45	0,0	0,0
2022-12-22 10:32:00	0,0	0,0
2022-12-22 10:32:15	0,0	0,0
2022-12-22 10:32:30	0,0	0,0
2022-12-22 10:32:45	0,0	0,0
2022-12-22 10:33:00	0,0	0,0
2022-12-22 10:33:15	0,0	0,0
2022-12-22 10:33:30	0,0	0,0
2022-12-22 10:33:45	0,0	0,0
2022-12-22 10:34:00	0,0	0,0
2022-12-22 10:34:15	0,0	0,0
2022-12-22 10:34:30	0,0	0,0
2022-12-22 10:34:45	0,10839160839160839	0,016240590011081815
2022-12-22 10:35:00	0,0	0,0
2022-12-22 10:35:15	0,0	0,0
2022-12-22 10:35:30	0,0	0,0
2022-12-22 10:35:45	0,0	0,0
2022-12-22 10:36:00	0,0	0,0
2022-12-22 10:36:15	0,0	0,0
2022-12-22 10:36:30	0,0	0,0
2022-12-22 10:36:45	0,0	0,0
2022-12-22 10:37:00	0,0	0,0
2022-12-22 10:37:15	0,0	0,0
2022-12-22 10:37:30	0,0	0,0
2022-12-22 10:37:45	0,0	0,0
2022-12-22 10:38:00	0,0	0,0
2022-12-22 10:38:15	0,0	0,0
2022-12-22 10:38:30	0,0	0,0
2022-12-22 10:38:45	0,0	0,0
2022-12-22 10:39:00	0,0	0,0
2022-12-22 10:39:15	0,0	0,0
2022-12-22 10:39:30	0,0	0,0
2022-12-22 10:39:45	0,0	0,0
2022-12-22 10:40:00	0,0	0,0
2022-12-22 10:40:15	0,0	0,0
2022-12-22 10:40:30	0,0	0,0
2022-12-22 10:40:45	0,0	0,0
2022-12-22 10:41:00	0,0	0,0
2022-12-22 10:41:15	0,0	0,0
2022-12-22 10:41:30	0,0	0,0
2022-12-22 10:41:45	0,0	0,0
2022-12-22 10:42:00	0,0	0,0
2022-12-22 10:42:15	0,0	0,0
2022-12-22 10:42:30	0,0	0,0
2022-12-22 10:42:45	0,0	0,0
2022-12-22 10:43:00	0,0	0,0
2022-12-22 10:43:15	0,0	0,0
2022-12-22 10:43:30	0,0	0,0
2022-12-22 10:43:45	0,0	0,0
2022-12-22 10:44:00	0,0	0,0
2022-12-22 10:44:15	0,0	0,0
2022-12-22 10:44:30	0,0	0,0
2022-12-22 10:44:45	0,0	0,0
2022-12-22 10:45:00	0,0	0,0
2022-12-22 10:45:15	0,0	0,0
2022-12-22 10:45:30	0,0	0,0
2022-12-22 10:45:45	0,0	0,0
2022-12-22 10:46:00	0,0	0,0
2022-12-22 10:46:15	0,0	0,0
2022-12-22 10:46:30	0,0	0,0
2022-12-22 10:46:45	0,0	0,0
2022-12-22 10:47:00	0,0	0,0
2022-12-22 10:47:15	0,0	0,0
2022-12-22 10:47:30	0,0	0,0
2022-12-22 10:47:45	0,0	0,0
2022-12-22 10:48:00	0,0	0,0
2022-12-22 10:48:15	0,0	0,0
2022-12-22 10:48:30	0,0	0,0
2022-12-22 10:48:45	0,0	0,0
2022-12-22 10:49:00	0,0	0,0
2022-12-22 10:49:15	0,0	0,0
2022-12-22 10:49:30	0,0	0,0
2022-12-22 10:49:45	0,0	0,0
2022-12-22 10:50:00	0,0	0,0
2022-12-22 10:50:15	0,0	0,0
2022-12-22 10:50:30	0,0	0,0
2022-12-22 10:50:45	0,0	0,0
2022-12-22 10:51:00	0,0	0,0
2022-12-22 10:51:15	0,0	0,0
2022-12-22 10:51:30	0,0	0,0
2022-12-22 10:51:45	0,0	0,0
2022-12-22 10:52:00	0,0	0,0
2022-12-22 10:52:15	0,0	0,0
2022-12-22 10:52:30	0,0	0,0
2022-12-22 10:52:45	0,0	0,0
2022-12-22 10:53:00	0,0	0,0
2022-12-22 10:53:15	0,0	0,0
2022-12-22 10:53:30	0,0	0,0
2022-12-22 10:53:45	0,0	0,0
2022-12-22 10:54:00	0,0	0,0
2022-12-22 10:54:15	0,0	0,0
2022-12-22 10:54:30	0,0	0,0
2022-12-22 10:54:45	0,0	0,0
2022-12-22 10:55:00	0,0	0,0
2022-12-22 10:55:15	0,0	0,0
2022-12-22 10:55:30	0,0	0,0
2022-12-22 10:55:45	0,0	0,0
2022-12-22 10:56:00	0,0	0,0
2022-12-22 10:56:15	0,0	0,0
2022-12-22 10:56:30	0,0	0,0
2022-12-22 10:56:45	0,0	0,0
2022-12-22 10:57:00	0,0	0,0
2022-12-22 10:57:15	0,0	0,0
2022-12-22 10:57:30	0,0	0,0
2022-12-22 10:57:45	0,0	0,0
2022-12-22 10:58:00	0,0	0,0
2022-12-22 10:58:15	0,0	0,0
2022-12-22 10:58:30	0,0	0,0
2022-12-22 10:58:45	0,0	0,0
2022-12-22 10:59:00	0,0	0,0
2022-12-22 10:59:15	0,0	0,0
2022-12-22 10:59:30	0,0	0,0
2022-12-22 10:59:45	0,0	0,0
2022-12-22 11:00:00	0,0	0,0
2022-12-22 11:00:15	0,0	0,0
2022-12-22 11:00:30	0,0	0,0
2022-12-22 11:00:45	0,0	0,0
2022-12-22 11:01:00	0,0	0,0
2022-12-22 11:01:15	0,0	0,0
2022-12-22 11:01:30	0,0	0,0
2022-12-22 11:01:45	0,0	0,0
2022-12-22 11:02:00	0,0	0,0
2022-12-22 11:02:15	0,0	0,0
2022-12-22 11:02:30	0,0	0,0
2022-12-22 11:02:45	0,0	0,0
2022-12-22 11:03:00	0,0	0,0
2022-12-22 11:03:15	0,0	0,0
2022-12-22 11:03:30	0,0	0,0
2022-12-22 11:03:45	0,0	0,0
2022-12-22 11:04:00	0,0	0,0
2022-12-22 11:04:15	0,0	0,0
2022-12-22 11:04:30	0,0	0,0
2022-12-22 11:04:45	0,0	0,0
2022-12-22 11:05:00	0,0	0,0
2022-12-22 11:05:15	0,0	0,0
2022-12-22 11:05:30	0,0	0,0
2022-12-22 11:05:45	0,0	0,0
2022-12-22 11:06:00	0,0	0,0
2022-12-22 11:06:15	0,0	0,0
2022-12-22 11:06:30	0,0	0,0
2022-12-22 11:06:45	0,0	0,0
2022-12-22 11:07:00	0,0	0,0
2022-12-22 11:07:15	0,0	0,0
2022-12-22 11:07:30	0,0	0,0
2022-12-22 11:07:45	0,0	0,0
2022-12-22 11:08:00	0,0	0,0
2022-12-22 11:08:15	0,0	0,0
2022-12-22 11:08:30	0,0	0,0
2022-12-22 11:08:45	0,0	0,0
2022-12-22 11:09:00	0,0	0,0
2022-12-22 11:09:15	0,0	0,0
2022-12-22 11:09:30	0,0	0,0
2022-12-22 11:09:45	0,0	0,0
2022-12-22 11:10:00	0,0	0,0
2022-12-22 11:10:15	0,0	0,0
2022-12-22 11:10:30	0,0	0,0
2022-12-22 11:10:45	0,0	0,0
2022-12-22 11:11:00	0,0	0,0
2022-12-22 11:11:15	0,0	0,0
2022-12-22 11:11:30	0,0	0,0
2022-12-22 11:11:45	0,0	0,0
2022-12-22 11:12:00	0,0	0,0
2022-12-22 11:12:15	0,0	0,0
2022-12-22 11:12:30	0,0	0,0
2022-12-22 11:12:45	0,0	0,0
2022-12-22 11:13:00	0,0	0,0
2022-12-22 11:13:15	0,0	0,0
2022-12-22 11:13:30	0,0	0,0
2022-12-22 11:13:45	0,0	0,0
2022-12-22 11:14:00	0,0	0,0
2022-12-22 11:14:15	0,0	0,0
2022-12-22 11:14:30	0,0	0,0
2022-12-22 11:14:45	0,0	0,0
2022-12-22 11:15:00	0,0	0,0
2022-12-22 11:15:15	0,0	0,0
2022-12-22 11:15:30	0,0	0,0
2022-12-22 11:15:45	0,0	0,0
2022-12-22 11:16:00	0,0	0,0
2022-12-22 11:16:15	0,0	0,0
2022-12-22 11:16:30	0,0	0,0
2022-12-22 11:16:45	0,0	0,0
2022-12-22 11:17:00	0,0	0,0
2022-12-22 11:17:15	0,0	0,0
2022-12-22 11:17:30	0,0	0,0
2022-12-22 11:17:45	0,0	0,0
2022-12-22 11:18:00	0,0	0,0
2022-12-22 11:18:15	0,0	0,0
2022-12-22 11:18:30	0,0	0,0
2022-12-22 11:18:45	0,0	0,0
2022-12-22 11:19:00	0,0	0,0
2022-12-22 11:19:15	0,0	0,0
2022-12-22 11:19:30	0,0	0,0
2022-12-22 11:19:45	0,0	0,0
2022-12-22 11:20:00	0,0	0,0
2022-12-22 11:20:15	0,0	0,0
2022-12-22 11:20:30	0,0	0,0
2022-12-22 11:20:45	0,0	0,0
2022-12-22 11:21:00	0,0	0,0
2022-12-22 11:21:15	0,0	0,0
2022-12-22 11:21:30	0,0	0,0
2022-12-22 11:21:45	0,0	0,0
2022-12-22 11:22:00	0,0	0,0
2022-12-22 11:22:15	0,0	0,0
2022-12-22 11:22:30	0,0	0,0
2022-12-22 11:22:45	0,0	0,0
2022-12-22 11:23:00	0,0	0,0
2022-12-22 11:23:15	0,0	0,0
2022-12-22 11:23:30	0,0	0,0
2022-12-22 11:23:45	0,0	0,0
2022-12-22 11:24:00	0,0	0,0
2022-12-22 11:24:15	0,0	0,0
2022-12-22 11:24:30	0,0	0,0
2022-12-22 11:24:45	0,0	0,0
2022-12-22 11:25:00	0,0	0,0
2022-12-22 11:25:15	0,0	0,0
2022-12-22 11:25:30	0,0	0,0
2022-12-22 11:25:45	0,0	0,0
2022-12-22 11:26:00	0,0	0,0
2022-12-22 11:26:15	0,0	0,0
2022-12-22 11:26:30	0,0	0,0
2022-12-22 11:26:45	0,0	0,0
2022-12-22 11:27:00	0,0	0,0
2022-12-22 11:27:15	0,0	0,0
2022-12-22 11:27:30	0,0	0,0
2022-12-22 11:27:45	0,0	0,0
2022-12-22 11:28:00	0,0	0,0
2022-12-22 11:28:15	0,0	0,0
2022-12-22 11:28:30	0,0	0,0
2022-12-22 11:28:45	0,0	0,0
2022-12-22 11:29:00	0,0	0,0
2022-12-22 11:29:15	0,0	0,0
2022-12-22 11:29:30	0,0	0,0
2022-12-22 11:29:45	0,0	0,0
2022-12-22 11:30:00	0,0	0,0
2022-12-22 11:30:15	0,0	0,0
2022-12-22 11:30:30	0,0	0,0
2022-12-22 11:30:45	0,0	0,0
2022-12-22 11:31:00	0,0	0,0
2022-12-22 11:31:15	0,0	0,0
2022-12-22 11:31:30	0,0	0,0
2022-12-22 11:31:45	0,0	0,0
2022-12-22 11:32:00	0,0	0,0
2022-12-22 11:32:15	0,0	0,0
2022-12-22 11:32:30	0,0	0,0
2022-12-22 11:32:45	0,0	0,0
2022-12-22 11:33:00	0,0	0,0
2022-12-22 11:33:15	0,0	0,0
2022-12-22 11:33:30	0,0	0,0
2022-12-22 11:33:45	0,0	0,0
2022-12-22 11:34:00	0,0	0,0
2022-12-22 11:34:15	0,0	0,0
2022-12-22 11:34:30	0,0	0,0
2022-12-22 11:34:45	0,0	0,0
2022-12-22 11:35:00	0,0	0,0
2022-12-22 11:35:15	0,0	0,0
2022-12-22 11:35:30	0,0	0,0
2022-12-22 11:35:45	0,0	0,0
2022-12-22 11:36:00	0,0	0,0
2022-12-22 11:36:15	0,0	0,0
2022-12-22 11:36:30	0,0	0,0
2022-12-22 11:36:45	0,0	0,0
2022-12-22 11:37:00	0,0	0,0
2022-12-22 11:37:15	0,0	0,0
2022-12-22 11:37:30	0,0	0,0
2022-12-22 11:37:45	0,0	0,0
2022-12-22 11:38:00	0,0	0,0
2022-12-22 11:38:15	0,0	0,0
2022-12-22 11:38:30	0,0	0,0
2022-12-22 11:38:45	0,0	0,0
2022-12-22 11:39:00	0,0	0,0
2022-12-22 11:39:15	0,0	0,0
2022-12-22 11:39:30	0,0	0,0
2022-12-22 11:39:45	0,0	0,0
2022-12-22 11:40:00	0,3849386880016734	0,0
2022-12-22 11:40:15	0,3849386880016734	0,0
2022-12-22 11:40:30	0,0	0,0
2022-12-22 11:40:45	0,0	0,0
2022-12-22 11:41:00	0,0	0,0
2022-12-22 11:41:15	0,1448087431693989	0,0
2022-12-22 11:41:30	0,0	0,0
2022-12-22 11:41:45	0,0	0,0
2022-12-22 11:42:00	0,0	0,0
2022-12-22 11:42:15	1,2249990446711758	0,0
2022-12-22 11:42:30	0,0	0,0
2022-12-22 11:42:45	0,0	0,0
2022-12-22 11:43:00	0,9586151553364668	0,0
2022-12-22 11:43:15	0,0	0,0
2022-12-22 11:43:30	0,0	0,0
2022-12-22 11:43:45	1,1239016232545136	0,0
2022-12-22 11:44:00	0,0	0,0
2022-12-22 11:44:15	0,0	0,0
2022-12-22 11:44:30	0,0	0,0
2022-12-22 11:44:45	0,0	0,0
2022-12-22 11:45:00	0,0	0,0
2022-12-22 11:45:15	0,0	0,0
2022-12-22 11:45:30	0,0	0,0
2022-12-22 11:45:45	0,0	0,0
2022-12-22 11:46:00	0,0	0,0
2022-12-22 11:46:15	0,0	0,0
2022-12-22 11:46:30	0,0	0,0
2022-12-22 11:46:45	0,0	0,0
2022-12-22 11:47:00	0,0	0,0
2022-12-22 11:47:15	0,0	0,0
2022-12-22 11:47:30	1,5	0,0
2022-12-22 11:47:45	1,5	0,0
2022-12-22 11:48:00	0,0	0,0
2022-12-22 11:48:15	0,0	0,0
2022-12-22 11:48:30	0,0	0,0
2022-12-22 11:48:45	0,0	0,0
2022-12-22 11:49:00	0,0	0,0
2022-12-22 11:49:15	0,0	0,0
2022-12-22 11:49:30	0,0	0,0
2022-12-22 11:49:45	0,0	0,0
2022-12-22 11:50:00	0,0	0,0
2022-12-22 11:50:15	0,0	0,0
2022-12-22 11:50:30	0,0	0,0
2022-12-22 11:50:45	0,0	0,0
2022-12-22 11:51:00	0,0	0,0
2022-12-22 11:51:15	0,0	0,0
2022-12-22 11:51:30	0,0	0,0
2022-12-22 11:51:45	0,0	0,0
2022-12-22 11:52:00	0,0	0,0
2022-12-22 11:52:15	0,0	0,0
2022-12-22 11:52:30	0,0	0,0
2022-12-22 11:52:45	0,0	0,0
2022-12-22 11:53:00	0,0	0,0
2022-12-22 11:53:15	0,0	0,0
2022-12-22 11:53:30	0,0	0,0
2022-12-22 11:53:45	0,0	0,0
2022-12-22 11:54:00	0,0	0,0
2022-12-22 11:54:15	0,0	0,0
2022-12-22 11:54:30	0,0	0,0
2022-12-22 11:54:45	0,0	0,0
2022-12-22 11:55:00	0,0	0,0
2022-12-22 11:55:15	0,0	0,0
2022-12-22 11:55:30	0,0	0,0
2022-12-22 11:55:45	0,0	0,0
2022-12-22 11:56:00	0,0	0,0
2022-12-22 11:56:15	0,0	0,0
2022-12-22 11:56:30	0,0	0,0
2022-12-22 11:56:45	0,0	0,0
2022-12-22 11:57:00	0,0	0,0
2022-12-22 11:57:15	0,0	0,0
2022-12-22 11:57:30	0,0	0,0
2022-12-22 11:57:45	0,0	0,0
2022-12-22 11:58:00	0,0	0,0
2022-12-22 11:58:15	0,0	0,0
2022-12-22 11:58:30	0,0	0,0
2022-12-22 11:58:45	0,0	0,0
2022-12-22 11:59:00	0,0	0,0
2022-12-22 11:59:15	0,0	0,0
2022-12-22 11:59:30	0,0	0,0
2022-12-22 11:59:45	0,0	0,0
2022-12-22 12:00:00	0,0	0,0
2022-12-22 12:00:15	0,0	0,0
2022-12-22 12:00:30	0,0	0,0
2022-12-22 12:00:45	0,0	0,0
2022-12-22 12:01:00	0,0	0,0
2022-12-22 12:01:15	0,0	0,0
2022-12-22 12:01:30	0,0	0,0
2022-12-22 12:01:45	0,0	0,0
2022-12-22 12:02:00	0,0	0,0
2022-12-22 12:02:15	0,0	0,0
2022-12-22 12:02:30	0,0	0,0
2022-12-22 12:02:45	0,0	0,0
2022-12-22 12:03:00	0,0	0,0
2022-12-22 12:03:15	0,0	0,0
2022-12-22 12:03:30	0,0	0,0
2022-12-22 12:03:45	0,0	0,0
2022-12-22 12:04:00	0,0	0,0
2022-12-22 12:04:15	0,0	0,0
2022-12-22 12:04:30	0,0	0,0
2022-12-22 12:04:45	0,0	0,0
2022-12-22 12:05:00	0,0	0,0
2022-12-22 12:05:15	0,0	0,0
2022-12-22 12:05:30	0,0	0,0
2022-12-22 12:05:45	0,0	0,0
2022-12-22 12:06:00	0,0	0,0
2022-12-22 12:06:15	0,0	0,0
2022-12-22 12:06:30	0,0	0,0
2022-12-22 12:06:45	0,0	0,0
2022-12-22 12:07:00	1,5	0,0
2022-12-22 12:07:15	0,0	0,0
2022-12-22 12:07:30	0,0	0,0
2022-12-22 12:07:45	0,0	0,0
2022-12-22 12:08:00	0,0	0,0
2022-12-22 12:08:15	0,0	0,0
2022-12-22 12:08:30	0,0	0,0
2022-12-22 12:08:45	0,0	0,0
2022-12-22 12:09:00	0,0	0,0
2022-12-22 12:09:15	0,0	0,0
2022-12-22 12:09:30	0,0	0,0
2022-12-22 12:09:45	0,0	0,0
2022-12-22 12:10:00	0,0	0,0
2022-12-22 12:10:15	0,0	0,0
2022-12-22 12:10:30	0,0	0,0
2022-12-22 12:10:45	0,0	0,0
2022-12-22 12:11:00	0,0	0,0
2022-12-22 12:11:15	0,0	0,0
2022-12-22 12:11:30	0,0	0,0
2022-12-22 12:11:45	0,0	0,0
2022-12-22 12:12:00	0,0	0,0
2022-12-22 12:12:15	0,0	0,0
2022-12-22 12:12:30	0,0	0,0
2022-12-22 12:12:45	0,0	0,0
2022-12-22 12:13:00	0,0	0,0
2022-12-22 12:13:15	0,0	0,0
2022-12-22 12:13:30	0,0	0,0
2022-12-22 12:13:45	0,0	0,0
2022-12-22 12:14:00	0,0	0,0
2022-12-22 12:14:15	0,0	0,0
2022-12-22 12:14:30	0,0	0,0
2022-12-22 12:14:45	0,0	0,0
2022-12-22 12:15:00	0,0	0,0
2022-12-22 12:15:15	0,0	0,0
2022-12-22 12:15:30	0,0	0,0
2022-12-22 12:15:45	0,0	0,0
2022-12-22 12:16:00	0,0	0,0
2022-12-22 12:16:15	0,0	0,0
2022-12-22 12:16:30	0,0	0,0
2022-12-22 12:16:45	0,0	0,0
2022-12-22 12:17:00	0,0	0,0
2022-12-22 12:17:15	0,0	0,0
2022-12-22 12:17:30	0,0	0,0
2022-12-22 12:17:45	0,0	0,0
2022-12-22 12:18:00	0,0	0,0
2022-12-22 12:18:15	0,0	0,0
2022-12-22 12:18:30	0,0	0,0
2022-12-22 12:18:45	0,0	0,0
2022-12-22 12:19:00	0,0	0,0
2022-12-22 12:19:15	0,0	0,0
2022-12-22 12:19:30	0,0	0,0
2022-12-22 12:19:45	0,0	0,0
2022-12-22 12:20:00	0,0	0,0
2022-12-22 12:20:15	0,0	0,0
2022-12-22 12:20:30	0,0	0,0
2022-12-22 12:20:45	0,0	0,0
2022-12-22 12:21:00	0,0	0,0
2022-12-22 12:21:15	0,0	0,0
2022-12-22 12:21:30	0,0	0,0
2022-12-22 12:21:45	0,0	0,0
2022-12-22 12:22:00	0,0	0,0
2022-12-22 12:22:15	0,0	0,0
2022-12-22 12:22:30	0,0	0,0
2022-12-22 12:22:45	0,0	0,0
2022-12-22 12:23:00	0,0	0,0
2022-12-22 12:23:15	0,0	0,0
2022-12-22 12:23:30	0,0	0,0
2022-12-22 12:23:45	0,0	0,0
2022-12-22 12:24:00	0,0	0,0
2022-12-22 12:24:15	0,0	0,0
2022-12-22 12:24:30	0,0	0,0
2022-12-22 12:24:45	0,0	0,0
2022-12-22 12:25:00	0,0	0,0
2022-12-22 12:25:15	0,0	0,0
2022-12-22 12:25:30	0,0	0,0
2022-12-22 12:25:45	0,0	0,0
2022-12-22 12:26:00	0,0	0,0
2022-12-22 12:26:15	0,0	0,0
2022-12-22 12:26:30	0,0	0,0
2022-12-22 12:26:45	0,0	0,0
2022-12-22 12:27:00	0,0	0,0
2022-12-22 12:27:15	0,0	0,0
2022-12-22 12:27:30	0,0	0,0
2022-12-22 12:27:45	0,0	0,0
2022-12-22 12:28:00	0,0	0,0
2022-12-22 12:28:15	0,0	0,0
2022-12-22 12:28:30	0,0	0,0
2022-12-22 12:28:45	0,0	0,0
2022-12-22 12:29:00	0,0	0,0
2022-12-22 12:29:15	0,0	0,0
2022-12-22 12:29:30	0,0	0,0
2022-12-22 12:29:45	0,0	0,0
